sigmoid_colon	stomach
ENSG00000059915	12.37	0.55
ENSG00000060069	0.31	0.35
ENSG00000060138	7.91	11.75
ENSG00000060140	0.01	0.45
ENSG00000060237	2.44	3.80
ENSG00000060339	1.20	0.90
ENSG00000060491	1.42	0.45
ENSG00000060558	0.13	0.01
ENSG00000060566	0.00	0.00
ENSG00000060642	0.48	0.69
ENSG00000060656	0.23	0.18
ENSG00000060688	0.97	0.61
ENSG00000060709	0.03	0.73
ENSG00000060718	0.03	0.00
ENSG00000060749	0.80	1.13
ENSG00000060762	2.31	2.69
ENSG00000060971	1.49	0.99
ENSG00000060982	0.57	0.27
ENSG00000061273	1.28	3.44
ENSG00000061337	0.04	0.01
ENSG00000061455	0.49	0.00
ENSG00000061492	0.00	0.00
ENSG00000061656	0.10	0.00
ENSG00000061676	5.01	5.04
ENSG00000061794	1.51	0.22
ENSG00000061918	2.80	1.35
ENSG00000061936	0.72	4.36
ENSG00000061938	0.33	10.06
ENSG00000061987	2.02	3.23
ENSG00000062038	0.00	0.65
ENSG00000062096	0.01	0.00
ENSG00000062194	1.95	1.70
ENSG00000062282	0.57	0.01
ENSG00000062370	0.25	0.45
ENSG00000062485	2.68	3.04
ENSG00000062524	0.05	0.11
ENSG00000062582	3.60	4.30
ENSG00000062598	1.45	0.50
ENSG00000062650	1.25	1.29
ENSG00000062716	2.61	4.81
ENSG00000062725	1.01	1.26
ENSG00000062822	0.27	0.40
ENSG00000063015	0.01	0.49
ENSG00000063046	15.11	8.99
ENSG00000063127	0.03	0.12
ENSG00000063169	0.29	0.27
ENSG00000063176	0.28	0.43
ENSG00000063177	79.20	39.73
ENSG00000063180	0.83	0.74
ENSG00000063241	2.54	1.45
ENSG00000063244	1.47	4.11
ENSG00000063245	0.64	2.18
ENSG00000063322	1.04	0.92
ENSG00000063438	0.00	0.00
ENSG00000063515	0.00	0.00
ENSG00000063587	0.27	0.27
ENSG00000063601	0.52	0.15
ENSG00000063660	0.57	0.72
ENSG00000063761	0.17	0.02
ENSG00000063854	4.59	2.67
ENSG00000063978	1.05	1.03
ENSG00000064012	0.24	0.38
ENSG00000064042	0.40	0.83
ENSG00000064102	0.66	0.60
ENSG00000064115	1.30	2.40
ENSG00000064195	0.00	0.00
ENSG00000064199	0.15	0.04
ENSG00000064201	0.03	0.02
ENSG00000064205	0.62	0.00
ENSG00000064218	0.00	0.00
ENSG00000064225	0.33	2.91
ENSG00000064270	0.07	0.04
ENSG00000064300	0.34	0.07
ENSG00000064309	2.48	1.81
ENSG00000064313	0.86	1.13
ENSG00000064393	0.22	1.93
ENSG00000064419	1.02	1.43
ENSG00000064489	0.66	3.25
ENSG00000064490	0.96	1.00
ENSG00000064545	0.59	1.08
ENSG00000064547	0.02	0.58
ENSG00000064601	1.65	3.36
ENSG00000064607	0.86	1.91
ENSG00000064651	1.40	2.09
ENSG00000064652	0.23	0.45
ENSG00000064655	0.09	1.93
ENSG00000064666	0.88	1.74
ENSG00000064687	0.44	0.87
ENSG00000064692	0.12	0.01
ENSG00000064703	0.67	0.49
ENSG00000064726	2.33	0.94
ENSG00000064763	0.31	0.00
ENSG00000064787	0.03	0.76
ENSG00000064835	0.00	0.00
ENSG00000064886	0.02	0.00
ENSG00000064932	0.19	1.47
ENSG00000064933	0.50	0.72
ENSG00000064961	2.95	3.61
ENSG00000064989	0.73	0.07
ENSG00000064995	0.87	0.11
ENSG00000064999	1.07	0.71
ENSG00000065000	1.15	7.31
ENSG00000065029	0.91	2.07
ENSG00000065054	0.97	0.39
ENSG00000065057	0.81	14.89
ENSG00000065060	0.19	0.25
ENSG00000065135	0.18	0.07
ENSG00000065150	3.97	5.21
ENSG00000065154	3.73	1.69
ENSG00000065183	0.13	0.09
ENSG00000065243	1.19	1.16
ENSG00000065268	0.84	4.80
ENSG00000065308	0.30	0.13
ENSG00000065320	0.57	1.27
ENSG00000065325	1.51	0.21
ENSG00000065328	0.01	0.17
ENSG00000065357	0.60	2.13
ENSG00000065361	0.60	7.66
ENSG00000065371	0.00	0.00
ENSG00000065413	0.87	0.59
ENSG00000065427	3.07	4.40
ENSG00000065457	0.81	0.16
ENSG00000065485	0.40	0.52
ENSG00000065491	0.19	0.15
ENSG00000065518	3.79	2.88
ENSG00000065526	0.58	2.55
ENSG00000065534	53.50	20.59
ENSG00000065548	2.16	3.64
ENSG00000065559	0.90	1.34
ENSG00000065600	0.08	0.09
ENSG00000065609	0.10	0.00
ENSG00000065613	2.25	1.05
ENSG00000065615	0.30	0.02
ENSG00000065618	0.00	0.01
ENSG00000065621	0.06	0.15
ENSG00000065665	0.21	0.33
ENSG00000065675	0.02	0.01
ENSG00000065717	0.79	2.09
ENSG00000065802	0.38	0.24
ENSG00000065809	0.42	4.61
ENSG00000065833	0.52	0.72
ENSG00000065882	10.95	3.70
ENSG00000065883	1.07	0.51
ENSG00000065911	0.44	0.10
ENSG00000065923	0.08	0.40
ENSG00000065970	0.49	0.33
ENSG00000065978	21.75	7.59
ENSG00000065989	0.33	0.20
ENSG00000066027	1.33	0.86
ENSG00000066032	0.24	0.00
ENSG00000066044	0.80	0.51
ENSG00000066056	0.29	0.31
ENSG00000066084	0.56	0.27
ENSG00000066117	1.14	1.71
ENSG00000066135	0.52	0.46
ENSG00000066136	1.21	1.40
ENSG00000066185	0.03	5.49
ENSG00000066230	0.01	2.71
ENSG00000066248	0.01	0.17
ENSG00000066279	0.03	0.17
ENSG00000066294	0.22	0.03
ENSG00000066322	0.75	2.46
ENSG00000066336	0.54	0.14
ENSG00000066379	0.71	0.99
ENSG00000066382	0.20	0.07
ENSG00000066405	0.00	3.62
ENSG00000066422	0.63	0.69
ENSG00000066427	0.97	0.08
ENSG00000066455	1.16	0.39
ENSG00000066468	3.12	0.40
ENSG00000066557	0.58	0.11
ENSG00000066583	0.69	0.07
ENSG00000066629	3.97	1.40
ENSG00000066651	0.59	2.56
ENSG00000066654	3.23	1.01
ENSG00000066697	1.03	2.71
ENSG00000066735	0.06	0.02
ENSG00000066739	0.68	0.64
ENSG00000066777	1.42	1.85
ENSG00000066813	0.00	0.00
ENSG00000066827	0.27	1.03
ENSG00000066855	0.62	0.88
ENSG00000066923	0.01	0.00
ENSG00000066926	0.85	8.69
ENSG00000066933	1.93	1.56
ENSG00000067048	2.44	0.94
ENSG00000067057	1.29	0.26
ENSG00000067064	0.96	0.48
ENSG00000067066	3.39	3.77
ENSG00000067082	1.41	2.46
ENSG00000067113	9.99	5.00
ENSG00000067141	0.75	0.25
ENSG00000067167	2.67	0.89
ENSG00000067177	0.17	0.30
ENSG00000067182	4.82	9.70
ENSG00000067191	0.20	0.20
ENSG00000067208	1.35	1.66
ENSG00000067221	0.37	0.22
ENSG00000067225	6.00	6.21
ENSG00000067248	0.92	1.22
ENSG00000067334	0.96	0.23
ENSG00000067365	0.71	2.46
ENSG00000067369	1.16	1.93
ENSG00000067445	0.17	0.01
ENSG00000067533	0.25	0.07
ENSG00000067560	12.40	8.38
ENSG00000067596	0.72	3.08
ENSG00000067606	0.10	1.26
ENSG00000067646	0.97	0.09
ENSG00000067704	1.60	1.25
ENSG00000067715	0.56	0.07
ENSG00000067798	0.20	0.03
ENSG00000067829	1.53	1.93
ENSG00000067836	1.68	7.87
ENSG00000067840	0.33	0.15
ENSG00000067842	0.01	0.00
ENSG00000067900	1.58	4.83
ENSG00000067955	0.72	0.40
ENSG00000067992	1.98	0.68
ENSG00000068001	1.59	0.61
ENSG00000068024	2.99	0.51
ENSG00000068028	0.83	0.37
ENSG00000068078	0.02	1.31
ENSG00000068079	1.27	0.09
ENSG00000068097	0.55	0.53
ENSG00000068120	0.49	1.91
ENSG00000068137	0.63	2.16
ENSG00000068305	2.26	0.80
ENSG00000068308	1.00	0.36
ENSG00000068323	1.22	0.94
ENSG00000068354	0.41	0.27
ENSG00000068366	1.27	0.35
ENSG00000068383	3.29	1.62
ENSG00000068394	0.68	0.17
ENSG00000068400	0.74	2.86
ENSG00000068438	0.69	0.44
ENSG00000068489	0.01	0.01
ENSG00000068615	1.65	1.00
ENSG00000068650	0.28	0.57
ENSG00000068654	0.31	0.81
ENSG00000068697	6.71	1.79
ENSG00000068724	0.45	0.68
ENSG00000068745	1.24	2.35
ENSG00000068781	0.04	0.03
ENSG00000068784	0.54	0.67
ENSG00000068796	1.18	0.35
ENSG00000068831	0.80	1.00
ENSG00000068878	1.35	1.22
ENSG00000068885	0.42	0.24
ENSG00000068903	2.38	0.56
ENSG00000068912	1.95	0.81
ENSG00000068971	0.50	1.08
ENSG00000068976	0.72	0.04
ENSG00000068985	0.00	0.00
ENSG00000069011	0.05	2.05
ENSG00000069018	0.00	0.00
ENSG00000069020	0.44	0.75
ENSG00000069122	0.28	0.42
ENSG00000069188	0.02	0.00
ENSG00000069206	0.00	0.00
ENSG00000069248	0.89	0.61
ENSG00000069275	3.01	0.98
ENSG00000069329	1.67	2.27
ENSG00000069345	1.74	1.29
ENSG00000069399	0.40	0.78
ENSG00000069424	0.19	0.03
ENSG00000069431	1.00	0.88
ENSG00000069482	0.34	0.00
ENSG00000069493	0.18	2.04
ENSG00000069509	0.30	0.07
ENSG00000069535	0.65	0.25
ENSG00000069667	1.12	5.66
ENSG00000069696	0.00	0.00
ENSG00000069702	3.94	1.92
ENSG00000069712	0.13	0.02
ENSG00000069764	0.00	0.00
ENSG00000069812	0.00	0.00
ENSG00000069849	1.31	0.44
ENSG00000069869	0.71	0.86
ENSG00000069943	0.38	0.10
ENSG00000069956	0.57	0.35
ENSG00000069966	0.95	6.54
ENSG00000069974	0.42	1.11
ENSG00000069998	0.95	1.25
ENSG00000070010	0.89	1.77
ENSG00000070018	1.20	0.82
ENSG00000070019	0.00	0.00
ENSG00000070031	0.00	0.00
ENSG00000070047	0.46	1.01
ENSG00000070061	0.39	0.68
ENSG00000070081	1.11	0.93
ENSG00000070087	1.76	0.81
ENSG00000070159	0.07	0.30
ENSG00000070182	0.05	0.00
ENSG00000070190	0.01	0.01
ENSG00000070193	1.26	0.61
ENSG00000070214	0.75	0.51
ENSG00000070269	0.42	0.21
ENSG00000070366	0.80	2.28
ENSG00000070367	1.55	1.09
ENSG00000070371	0.14	0.14
ENSG00000070388	0.00	0.01
ENSG00000070404	2.74	1.68
ENSG00000070413	0.96	1.24
ENSG00000070423	1.11	0.57
ENSG00000070444	0.20	1.25
ENSG00000070476	0.74	1.65
ENSG00000070495	0.63	1.07
ENSG00000070501	0.56	0.62
ENSG00000070526	0.13	2.12
ENSG00000070540	0.53	1.71
ENSG00000070601	0.02	0.00
ENSG00000070610	1.56	4.71
ENSG00000070614	1.19	0.37
ENSG00000070669	0.58	0.52
ENSG00000070718	0.58	0.43
ENSG00000070729	0.02	0.00
ENSG00000070731	0.47	0.11
ENSG00000070748	0.00	0.00
ENSG00000070756	24.20	21.19
ENSG00000070759	0.22	0.25
ENSG00000070761	0.69	1.83
ENSG00000070770	0.96	1.86
ENSG00000070778	0.44	0.41
ENSG00000070785	0.77	0.16
ENSG00000070808	0.06	0.41
ENSG00000070814	0.61	1.07
ENSG00000070831	7.55	2.72
ENSG00000070882	0.05	0.56
ENSG00000070886	0.00	0.00
ENSG00000070915	0.00	0.00
ENSG00000070950	0.28	1.97
ENSG00000070961	0.86	0.49
ENSG00000070985	0.00	0.01
ENSG00000071051	1.11	0.64
ENSG00000071054	1.43	0.65
ENSG00000071073	0.79	0.17
ENSG00000071082	65.17	23.31
ENSG00000071127	6.65	3.50
ENSG00000071189	1.45	2.59
ENSG00000071203	0.00	0.00
ENSG00000071205	4.16	1.17
ENSG00000071242	0.85	3.37
ENSG00000071243	0.65	0.83
ENSG00000071246	0.10	0.11
ENSG00000071282	0.58	0.59
ENSG00000071462	1.04	1.16
ENSG00000071537	1.61	3.94
ENSG00000071539	0.01	0.05
ENSG00000071553	0.67	0.34
ENSG00000071564	0.92	2.02
ENSG00000071575	1.21	3.57
ENSG00000071626	1.03	0.48
ENSG00000071655	1.74	1.40
ENSG00000071677	0.00	0.00
ENSG00000071794	1.24	1.39
ENSG00000071859	1.46	1.24
ENSG00000071889	1.00	0.49
ENSG00000071894	1.41	10.84
ENSG00000071909	0.00	0.00
ENSG00000071967	5.67	3.38
ENSG00000071991	1.96	0.57
ENSG00000071994	2.03	1.06
ENSG00000072041	0.05	0.00
ENSG00000072042	1.18	0.70
ENSG00000072062	0.98	0.33
ENSG00000072071	0.31	0.35
ENSG00000072080	0.00	0.00
ENSG00000072110	15.44	11.32
ENSG00000072121	0.66	1.26
ENSG00000072133	0.09	0.02
ENSG00000072134	0.89	1.62
ENSG00000072135	1.09	3.31
ENSG00000072163	4.42	1.75
ENSG00000072182	0.00	0.00
ENSG00000072195	5.08	1.63
ENSG00000072201	0.08	0.36
ENSG00000072210	2.76	5.29
ENSG00000072274	1.50	0.61
ENSG00000072310	1.50	2.83
ENSG00000072315	0.00	0.00
ENSG00000072364	1.47	2.98
ENSG00000072401	0.55	0.30
ENSG00000072415	0.64	0.60
ENSG00000072422	0.31	6.78
ENSG00000072501	1.28	0.55
ENSG00000072506	1.90	0.37
ENSG00000072518	0.49	0.78
ENSG00000072571	0.00	0.84
ENSG00000072609	0.66	2.40
ENSG00000072657	0.17	0.02
ENSG00000072682	0.67	0.85
ENSG00000072694	1.18	0.08
ENSG00000072736	1.20	0.45
ENSG00000072756	0.43	0.12
ENSG00000072778	8.75	26.85
ENSG00000072786	0.25	0.16
ENSG00000072803	1.89	2.28
ENSG00000072818	0.09	0.33
ENSG00000072832	0.14	0.06
ENSG00000072840	0.59	0.42
ENSG00000072849	0.41	0.14
ENSG00000072858	0.03	0.06
ENSG00000072864	0.76	0.61
ENSG00000072952	3.57	1.36
ENSG00000072954	0.12	0.20
ENSG00000072958	1.61	2.07
ENSG00000073008	0.22	1.81
ENSG00000073050	0.64	0.32
ENSG00000073060	0.36	0.12
ENSG00000073067	0.00	0.00
ENSG00000073111	0.12	0.19
ENSG00000073146	0.05	0.00
ENSG00000073150	0.01	0.00
ENSG00000073169	0.49	1.92
ENSG00000073282	0.00	0.00
ENSG00000073331	0.34	0.69
ENSG00000073350	0.13	5.34
ENSG00000073417	1.00	1.37
ENSG00000073464	0.02	0.06
ENSG00000073536	0.48	4.67
ENSG00000073578	2.27	2.92
ENSG00000073584	3.26	4.72
ENSG00000073598	0.00	0.00
ENSG00000073605	0.13	0.21
ENSG00000073614	0.96	3.59
ENSG00000073670	0.05	0.00
ENSG00000073711	1.07	1.16
ENSG00000073712	8.85	4.78
ENSG00000073734	0.00	0.00
ENSG00000073737	0.01	0.00
ENSG00000073754	0.00	0.00
ENSG00000073756	0.82	1.05
ENSG00000073792	0.21	0.09
ENSG00000073803	0.73	7.07
ENSG00000073849	0.43	0.55
ENSG00000073861	0.01	0.00
ENSG00000073910	1.20	0.21
ENSG00000073921	6.28	3.42
ENSG00000073969	0.90	0.66
ENSG00000074047	0.08	0.01
ENSG00000074054	1.53	0.65
ENSG00000074071	2.20	1.45
ENSG00000074181	0.11	0.52
ENSG00000074201	4.42	1.13
ENSG00000074211	0.03	0.00
ENSG00000074219	1.71	0.36
ENSG00000074266	0.71	0.83
ENSG00000074276	0.02	0.22
ENSG00000074317	0.00	0.00
ENSG00000074319	2.83	2.80
ENSG00000074356	0.61	0.63
ENSG00000074370	0.11	24.08
ENSG00000074410	0.06	0.28
ENSG00000074416	1.18	2.65
ENSG00000074527	0.29	1.13
ENSG00000074582	0.58	0.35
ENSG00000074590	0.20	1.77
ENSG00000074603	1.13	0.57
ENSG00000074621	0.10	0.03
ENSG00000074657	2.00	0.61
ENSG00000074660	0.15	2.68
ENSG00000074695	1.74	0.99
ENSG00000074696	0.95	0.73
ENSG00000074706	0.01	0.00
ENSG00000074755	1.22	4.22
ENSG00000074771	0.00	0.00
ENSG00000074800	7.92	5.89
ENSG00000074803	0.00	0.00
ENSG00000074842	0.72	1.64
ENSG00000074855	0.07	0.85
ENSG00000074935	0.92	0.68
ENSG00000074964	0.70	1.70
ENSG00000074966	0.02	0.00
ENSG00000075035	0.14	0.15
ENSG00000075043	0.04	0.00
ENSG00000075073	5.19	1.75
ENSG00000075089	0.88	0.18
ENSG00000075131	0.29	0.31
ENSG00000075142	1.77	0.75
ENSG00000075151	1.05	1.14
ENSG00000075188	0.69	0.27
ENSG00000075213	2.36	0.78
ENSG00000075218	0.01	0.09
ENSG00000075223	8.38	7.74
ENSG00000075234	1.58	1.99
ENSG00000075239	4.04	0.54
ENSG00000075240	0.67	0.46
ENSG00000075275	0.07	0.72
ENSG00000075290	0.00	0.00
ENSG00000075292	4.92	9.22
ENSG00000075303	0.53	0.33
ENSG00000075336	1.73	2.23
ENSG00000075340	0.12	0.00
ENSG00000075388	0.00	0.00
ENSG00000075391	0.31	0.42
ENSG00000075399	0.11	0.06
ENSG00000075407	0.54	0.54
ENSG00000075413	1.88	3.52
ENSG00000075415	17.95	6.93
ENSG00000075420	1.42	1.40
ENSG00000075426	1.10	2.55
ENSG00000075429	0.03	0.00
ENSG00000075461	0.01	0.01
ENSG00000075539	1.25	2.37
ENSG00000075568	1.05	2.45
ENSG00000075618	0.79	0.26
ENSG00000075624	147.59	102.20
ENSG00000075643	0.05	0.01
ENSG00000075651	0.34	0.17
ENSG00000075673	0.00	0.00
ENSG00000075702	0.01	0.04
ENSG00000075711	2.00	3.83
ENSG00000075785	2.47	3.58
ENSG00000075790	4.86	1.12
ENSG00000075826	0.11	0.57
ENSG00000075856	1.28	1.24
ENSG00000075884	0.31	0.13
ENSG00000075886	0.00	0.00
ENSG00000075891	0.00	0.00
ENSG00000075914	1.12	0.66
ENSG00000075945	1.03	0.28
ENSG00000075975	0.88	0.35
ENSG00000076003	0.27	0.92
ENSG00000076043	4.77	4.18
ENSG00000076053	0.82	0.18
ENSG00000076067	0.69	0.22
ENSG00000076108	1.11	3.56
ENSG00000076201	0.32	0.65
ENSG00000076242	1.70	0.70
ENSG00000076248	0.49	0.33
ENSG00000076258	0.09	0.02
ENSG00000076321	1.36	0.24
ENSG00000076344	0.19	0.55
ENSG00000076351	0.16	0.03
ENSG00000076356	0.18	1.29
ENSG00000076382	0.11	0.50
ENSG00000076513	2.40	3.37
ENSG00000076554	0.81	1.57
ENSG00000076555	5.26	56.59
ENSG00000076604	0.11	3.40
ENSG00000076641	0.24	0.17
ENSG00000076650	0.23	0.10
ENSG00000076662	0.08	0.00
ENSG00000076685	1.44	0.69
ENSG00000076706	18.26	8.51
ENSG00000076716	0.72	0.72
ENSG00000076770	0.16	0.15
ENSG00000076826	0.00	0.96
ENSG00000076864	0.02	2.64
ENSG00000076924	0.87	0.55
ENSG00000076928	1.03	5.02
ENSG00000076944	0.26	2.37
ENSG00000076984	0.35	1.18
ENSG00000077009	0.02	0.00
ENSG00000077044	0.30	10.60
ENSG00000077063	0.31	0.02
ENSG00000077080	0.02	0.00
ENSG00000077092	0.52	0.28
ENSG00000077097	3.23	4.57
ENSG00000077147	3.11	1.68
ENSG00000077150	0.83	0.55
ENSG00000077152	0.06	0.08
ENSG00000077157	22.13	5.28
ENSG00000077232	1.32	0.83
ENSG00000077235	0.99	2.12
ENSG00000077238	1.54	2.69
ENSG00000077254	2.03	1.16
ENSG00000077264	0.04	0.09
ENSG00000077274	0.06	0.01
ENSG00000077279	0.01	0.00
ENSG00000077312	1.22	1.03
ENSG00000077327	0.00	0.00
ENSG00000077348	0.61	0.42
ENSG00000077380	3.73	2.31
ENSG00000077420	0.14	0.03
ENSG00000077454	1.28	3.47
ENSG00000077458	0.66	0.70
ENSG00000077463	0.66	2.68
ENSG00000077498	0.00	0.00
ENSG00000077514	0.36	1.93
ENSG00000077522	0.01	0.39
ENSG00000077549	4.02	5.54
ENSG00000077585	0.53	0.26
ENSG00000077616	0.11	0.02
ENSG00000077684	1.01	0.71
ENSG00000077713	0.45	0.05
ENSG00000077721	1.46	0.10
ENSG00000077782	5.11	1.60
ENSG00000077800	0.00	0.00
ENSG00000077935	0.00	0.00
ENSG00000077942	6.09	0.87
ENSG00000077943	0.16	1.26
ENSG00000077984	0.02	0.00
ENSG00000078018	0.61	0.28
ENSG00000078043	0.84	1.31
ENSG00000078053	0.07	0.05
ENSG00000078061	0.73	3.04
ENSG00000078070	0.79	1.88
ENSG00000078081	0.00	0.13
ENSG00000078098	0.57	0.00
ENSG00000078114	0.06	0.04
ENSG00000078124	0.34	0.58
ENSG00000078140	1.07	1.53
ENSG00000078142	1.38	1.67
ENSG00000078177	0.26	0.07
ENSG00000078237	0.20	0.01
ENSG00000078246	0.51	0.64
ENSG00000078269	0.31	0.37
ENSG00000078295	0.15	0.03
ENSG00000078304	4.62	3.94
ENSG00000078328	0.01	0.00
ENSG00000078369	4.43	3.00
ENSG00000078399	1.01	0.00
ENSG00000078401	0.18	0.42
ENSG00000078403	1.01	0.77
ENSG00000078487	0.13	0.02
ENSG00000078549	1.00	0.45
ENSG00000078579	0.00	0.00
ENSG00000078589	0.00	0.00
ENSG00000078596	0.61	2.52
ENSG00000078618	2.00	1.63
ENSG00000078668	4.29	5.96
ENSG00000078674	4.61	2.27
ENSG00000078687	0.61	0.71
ENSG00000078699	0.48	0.67
ENSG00000078725	0.02	0.00
ENSG00000078747	1.69	2.97
ENSG00000078795	0.01	0.00
ENSG00000078804	0.85	0.24
ENSG00000078808	2.24	1.19
ENSG00000078814	0.00	0.01
ENSG00000078898	0.00	0.00
ENSG00000078900	0.00	0.22
ENSG00000078902	0.70	0.96
ENSG00000078967	0.80	1.16
ENSG00000079101	0.00	0.02
ENSG00000079102	1.06	0.11
ENSG00000079112	0.04	0.00
ENSG00000079134	1.41	0.48
ENSG00000079150	0.69	0.11
ENSG00000079156	0.09	0.02
ENSG00000079215	0.62	0.06
ENSG00000079246	4.28	1.81
ENSG00000079257	0.37	0.10
ENSG00000079263	0.06	0.14
ENSG00000079277	1.02	0.97
ENSG00000079308	22.51	16.66
ENSG00000079313	0.25	0.35
ENSG00000079332	2.20	1.31
ENSG00000079335	0.37	0.17
ENSG00000079337	0.41	1.07
ENSG00000079385	0.02	0.01
ENSG00000079387	0.73	0.55
ENSG00000079393	0.00	0.00
ENSG00000079432	0.56	1.36
ENSG00000079435	1.09	0.07
ENSG00000079459	2.47	3.52
ENSG00000079462	0.24	0.33
ENSG00000079482	0.31	0.10
ENSG00000079557	0.00	0.00
ENSG00000079616	0.45	0.55
ENSG00000079689	0.63	0.02
ENSG00000079691	0.24	0.39
ENSG00000079739	1.67	0.48
ENSG00000079785	2.93	0.61
ENSG00000079805	1.62	6.06
ENSG00000079819	3.96	2.58
ENSG00000079841	0.20	0.37
ENSG00000079931	0.36	0.10
ENSG00000079950	1.26	0.89
ENSG00000079974	0.29	0.16
ENSG00000079999	1.68	0.50
ENSG00000080007	0.03	0.06
ENSG00000080031	0.12	1.89
ENSG00000080166	0.01	0.00
ENSG00000080189	0.61	0.81
ENSG00000080200	1.06	1.12
ENSG00000080224	1.50	0.53
ENSG00000080293	0.00	0.02
ENSG00000080298	0.29	0.49
ENSG00000080345	0.92	1.44
ENSG00000080371	0.36	0.10
ENSG00000080493	0.10	0.42
ENSG00000080503	1.98	5.19
ENSG00000080511	0.00	0.00
ENSG00000080546	2.86	0.90
ENSG00000080561	0.81	3.65
ENSG00000080572	0.00	0.03
ENSG00000080573	0.27	0.39
ENSG00000080603	0.38	0.58
ENSG00000080608	0.59	1.78
ENSG00000080618	0.00	0.05
ENSG00000080644	0.30	0.01
ENSG00000080709	0.23	0.02
ENSG00000080802	0.81	0.35
ENSG00000080815	1.30	0.40
ENSG00000080819	0.45	0.98
ENSG00000080822	6.89	3.46
ENSG00000080823	0.21	1.06
ENSG00000080824	13.05	4.80
ENSG00000080839	0.13	0.14
ENSG00000080845	0.59	1.22
ENSG00000080854	0.48	0.51
ENSG00000080910	0.00	0.00
ENSG00000080986	0.01	0.08
ENSG00000081014	0.23	0.20
ENSG00000081019	0.96	0.75
ENSG00000081026	0.60	1.02
ENSG00000081041	0.11	3.96
ENSG00000081051	0.00	0.00
ENSG00000081052	0.03	0.16
ENSG00000081059	0.01	0.12
ENSG00000081087	1.37	0.76
ENSG00000081138	0.00	0.00
ENSG00000081148	0.05	0.00
ENSG00000081154	5.00	1.44
ENSG00000081177	0.46	0.57
ENSG00000081181	0.32	0.21
ENSG00000081189	1.40	0.51
ENSG00000081237	0.30	0.57
ENSG00000081248	0.00	0.00
ENSG00000081277	0.00	0.00
ENSG00000081307	0.84	1.62
ENSG00000081320	0.44	0.42
ENSG00000081377	0.35	0.39
ENSG00000081386	0.50	0.11
ENSG00000081479	0.00	0.01
ENSG00000081665	0.81	2.10
ENSG00000081692	0.43	0.60
ENSG00000081721	0.52	0.04
ENSG00000081760	0.29	0.59
ENSG00000081791	1.56	2.21
ENSG00000081800	0.00	0.00
ENSG00000081803	0.28	0.59
ENSG00000081818	0.11	0.01
ENSG00000081842	0.02	0.00
ENSG00000081853	0.11	0.03
ENSG00000081870	0.96	0.13
ENSG00000081913	0.25	0.12
ENSG00000081923	0.22	0.79
ENSG00000081985	0.06	0.00
ENSG00000082014	1.43	2.36
ENSG00000082068	0.86	0.61
ENSG00000082074	0.32	0.08
ENSG00000082126	0.01	0.00
ENSG00000082146	0.44	0.91
ENSG00000082153	3.14	5.54
ENSG00000082175	0.30	0.03
ENSG00000082196	0.93	0.08
ENSG00000082212	1.17	7.43
ENSG00000082213	0.49	0.07
ENSG00000082258	0.93	0.87
ENSG00000082269	0.89	0.58
ENSG00000082293	0.00	0.01
ENSG00000082397	1.64	0.22
ENSG00000082438	0.56	2.90
ENSG00000082458	0.35	0.80
ENSG00000082482	0.09	1.10
ENSG00000082497	0.66	0.12
ENSG00000082512	0.55	0.50
ENSG00000082515	1.24	0.04
ENSG00000082516	0.41	0.11
ENSG00000082556	0.01	0.00
ENSG00000082641	4.08	1.46
ENSG00000082684	0.01	0.00
ENSG00000082701	0.82	0.54
ENSG00000082781	2.52	1.32
ENSG00000082805	1.22	1.32
ENSG00000082898	2.55	1.96
ENSG00000082996	3.01	2.92
ENSG00000083067	0.05	0.07
ENSG00000083093	0.30	1.95
ENSG00000083097	0.96	0.57
ENSG00000083099	0.72	0.17
ENSG00000083123	0.58	0.59
ENSG00000083168	0.90	0.82
ENSG00000083223	1.20	1.63
ENSG00000083290	0.79	5.70
ENSG00000083307	0.00	0.49
ENSG00000083312	3.03	2.50
ENSG00000083444	1.49	1.27
ENSG00000083454	0.01	0.84
ENSG00000083457	1.24	0.10
ENSG00000083520	0.53	0.84
ENSG00000083535	0.62	0.86
ENSG00000083544	1.22	1.48
ENSG00000083635	0.09	0.03
ENSG00000083642	1.49	1.17
ENSG00000083720	0.98	0.27
ENSG00000083750	0.82	0.93
ENSG00000083782	0.00	0.00
ENSG00000083799	1.28	0.44
ENSG00000083807	0.27	0.00
ENSG00000083812	0.45	0.19
ENSG00000083814	0.41	0.16
ENSG00000083817	0.10	0.56
ENSG00000083828	0.45	0.40
ENSG00000083838	0.39	0.11
ENSG00000083844	0.52	1.09
ENSG00000083845	71.24	36.06
ENSG00000083857	2.98	1.41
ENSG00000083896	1.87	2.01
ENSG00000083937	1.42	0.34
ENSG00000084070	0.69	0.49
ENSG00000084072	1.58	2.90
ENSG00000084073	1.15	0.66
ENSG00000084090	2.49	1.14
ENSG00000084092	0.74	0.27
ENSG00000084093	0.92	1.79
ENSG00000084110	0.00	0.02
ENSG00000084112	0.32	0.54
ENSG00000084207	11.27	7.76
ENSG00000084234	7.27	4.88
ENSG00000084444	0.14	0.14
ENSG00000084453	0.00	0.00
ENSG00000084463	0.40	0.43
ENSG00000084623	5.00	1.01
ENSG00000084628	0.00	0.00
ENSG00000084636	1.62	2.84
ENSG00000084652	0.81	0.62
ENSG00000084674	0.06	0.13
